ForecastID,ConfirmedCases,Region,Date
815,526,Wakayama,2020/12/9
816,536,Wakayama,2020/12/10
817,545,Wakayama,2020/12/11
818,554,Wakayama,2020/12/12
819,561,Wakayama,2020/12/13
820,570,Wakayama,2020/12/14
821,579,Wakayama,2020/12/15
822,588,Wakayama,2020/12/16
823,596,Wakayama,2020/12/17
824,604,Wakayama,2020/12/18
825,613,Wakayama,2020/12/19
826,622,Wakayama,2020/12/20
827,630,Wakayama,2020/12/21
828,639,Wakayama,2020/12/22
829,647,Wakayama,2020/12/23
830,656,Wakayama,2020/12/24
831,664,Wakayama,2020/12/25
832,673,Wakayama,2020/12/26
833,681,Wakayama,2020/12/27
834,690,Wakayama,2020/12/28
835,699,Wakayama,2020/12/29
836,707,Wakayama,2020/12/30
837,716,Wakayama,2020/12/31
838,724,Wakayama,2021/1/1
839,733,Wakayama,2021/1/2
840,741,Wakayama,2021/1/3
841,63,Tottori,2020/12/7
842,64,Tottori,2020/12/8
843,65,Tottori,2020/12/9
844,66,Tottori,2020/12/10
845,66,Tottori,2020/12/11
846,67,Tottori,2020/12/12
847,68,Tottori,2020/12/13
848,68,Tottori,2020/12/14
849,69,Tottori,2020/12/15
850,70,Tottori,2020/12/16
851,70,Tottori,2020/12/17
852,71,Tottori,2020/12/18
853,72,Tottori,2020/12/19
854,72,Tottori,2020/12/20
855,73,Tottori,2020/12/21
856,74,Tottori,2020/12/22
857,74,Tottori,2020/12/23
858,75,Tottori,2020/12/24
859,75,Tottori,2020/12/25
860,76,Tottori,2020/12/26
861,77,Tottori,2020/12/27
862,77,Tottori,2020/12/28
863,78,Tottori,2020/12/29
864,79,Tottori,2020/12/30
865,79,Tottori,2020/12/31
866,80,Tottori,2021/1/1
867,81,Tottori,2021/1/2
868,81,Tottori,2021/1/3
869,158,Shimane,2020/12/7
870,160,Shimane,2020/12/8
871,163,Shimane,2020/12/9
872,163,Shimane,2020/12/10
873,166,Shimane,2020/12/11
874,168,Shimane,2020/12/12
875,169,Shimane,2020/12/13
876,172,Shimane,2020/12/14
877,173,Shimane,2020/12/15
878,174,Shimane,2020/12/16
879,178,Shimane,2020/12/17
880,178,Shimane,2020/12/18
881,180,Shimane,2020/12/19
882,183,Shimane,2020/12/20
883,184,Shimane,2020/12/21
884,186,Shimane,2020/12/22
885,188,Shimane,2020/12/23
886,189,Shimane,2020/12/24
887,192,Shimane,2020/12/25
888,193,Shimane,2020/12/26
889,195,Shimane,2020/12/27
890,197,Shimane,2020/12/28
891,198,Shimane,2020/12/29
892,200,Shimane,2020/12/30
893,203,Shimane,2020/12/31
894,204,Shimane,2021/1/1
895,206,Shimane,2021/1/2
896,208,Shimane,2021/1/3
897,667,Okayama,2020/12/7
898,676,Okayama,2020/12/8
899,686,Okayama,2020/12/9
900,696,Okayama,2020/12/10
901,707,Okayama,2020/12/11
902,717,Okayama,2020/12/12
903,727,Okayama,2020/12/13
904,737,Okayama,2020/12/14
905,747,Okayama,2020/12/15
906,757,Okayama,2020/12/16
907,767,Okayama,2020/12/17
908,777,Okayama,2020/12/18
909,787,Okayama,2020/12/19
910,797,Okayama,2020/12/20
911,807,Okayama,2020/12/21
912,817,Okayama,2020/12/22
913,827,Okayama,2020/12/23
914,837,Okayama,2020/12/24
915,847,Okayama,2020/12/25
916,857,Okayama,2020/12/26
917,867,Okayama,2020/12/27
918,878,Okayama,2020/12/28
919,888,Okayama,2020/12/29
920,898,Okayama,2020/12/30
921,908,Okayama,2020/12/31
922,918,Okayama,2021/1/1
923,928,Okayama,2021/1/2
924,938,Okayama,2021/1/3
925,1139,Hiroshima,2020/12/7
926,1189,Hiroshima,2020/12/8
927,1243,Hiroshima,2020/12/9
928,1294,Hiroshima,2020/12/10
929,1346,Hiroshima,2020/12/11
930,1399,Hiroshima,2020/12/12
931,1450,Hiroshima,2020/12/13
932,1502,Hiroshima,2020/12/14
933,1554,Hiroshima,2020/12/15
934,1606,Hiroshima,2020/12/16
935,1658,Hiroshima,2020/12/17
936,1710,Hiroshima,2020/12/18
937,1762,Hiroshima,2020/12/19
938,1815,Hiroshima,2020/12/20
939,1867,Hiroshima,2020/12/21
940,1919,Hiroshima,2020/12/22
941,1971,Hiroshima,2020/12/23
942,2023,Hiroshima,2020/12/24
943,2075,Hiroshima,2020/12/25
944,2127,Hiroshima,2020/12/26
945,2179,Hiroshima,2020/12/27
946,2231,Hiroshima,2020/12/28
947,2283,Hiroshima,2020/12/29
948,2335,Hiroshima,2020/12/30
949,2387,Hiroshima,2020/12/31
950,2439,Hiroshima,2021/1/1
951,2491,Hiroshima,2021/1/2
952,2543,Hiroshima,2021/1/3
953,412,Yamaguchi,2020/12/7
954,415,Yamaguchi,2020/12/8
955,418,Yamaguchi,2020/12/9
956,421,Yamaguchi,2020/12/10
957,423,Yamaguchi,2020/12/11
958,425,Yamaguchi,2020/12/12
959,428,Yamaguchi,2020/12/13
960,431,Yamaguchi,2020/12/14
961,433,Yamaguchi,2020/12/15
962,436,Yamaguchi,2020/12/16
963,438,Yamaguchi,2020/12/17
964,441,Yamaguchi,2020/12/18
965,443,Yamaguchi,2020/12/19
966,446,Yamaguchi,2020/12/20
967,448,Yamaguchi,2020/12/21
968,451,Yamaguchi,2020/12/22
969,453,Yamaguchi,2020/12/23
970,456,Yamaguchi,2020/12/24
971,459,Yamaguchi,2020/12/25
972,461,Yamaguchi,2020/12/26
973,464,Yamaguchi,2020/12/27
974,466,Yamaguchi,2020/12/28
975,469,Yamaguchi,2020/12/29
976,471,Yamaguchi,2020/12/30
977,474,Yamaguchi,2020/12/31
978,476,Yamaguchi,2021/1/1
979,479,Yamaguchi,2021/1/2
980,481,Yamaguchi,2021/1/3
981,187,Tokushima,2020/12/7
982,188,Tokushima,2020/12/8
983,189,Tokushima,2020/12/9
984,190,Tokushima,2020/12/10
985,190,Tokushima,2020/12/11
986,191,Tokushima,2020/12/12
987,192,Tokushima,2020/12/13
988,193,Tokushima,2020/12/14
989,194,Tokushima,2020/12/15
990,195,Tokushima,2020/12/16
991,196,Tokushima,2020/12/17
992,196,Tokushima,2020/12/18
993,197,Tokushima,2020/12/19
994,198,Tokushima,2020/12/20
995,199,Tokushima,2020/12/21
996,200,Tokushima,2020/12/22
997,201,Tokushima,2020/12/23
998,201,Tokushima,2020/12/24
999,202,Tokushima,2020/12/25
1000,203,Tokushima,2020/12/26
1001,204,Tokushima,2020/12/27
1002,205,Tokushima,2020/12/28
1003,206,Tokushima,2020/12/29
1004,207,Tokushima,2020/12/30
1005,207,Tokushima,2020/12/31
1006,208,Tokushima,2021/1/1
1007,209,Tokushima,2021/1/2
1008,210,Tokushima,2021/1/3
1009,168,Kagawa,2020/12/7
1010,171,Kagawa,2020/12/8
1011,174,Kagawa,2020/12/9
1012,176,Kagawa,2020/12/10
1013,179,Kagawa,2020/12/11
1014,181,Kagawa,2020/12/12
1015,184,Kagawa,2020/12/13
1016,187,Kagawa,2020/12/14
1017,189,Kagawa,2020/12/15
1018,192,Kagawa,2020/12/16
1019,195,Kagawa,2020/12/17
1020,197,Kagawa,2020/12/18
1021,200,Kagawa,2020/12/19
1022,202,Kagawa,2020/12/20
1023,205,Kagawa,2020/12/21
1024,208,Kagawa,2020/12/22
1025,210,Kagawa,2020/12/23
1026,213,Kagawa,2020/12/24
1027,216,Kagawa,2020/12/25
1028,218,Kagawa,2020/12/26
1029,221,Kagawa,2020/12/27
1030,224,Kagawa,2020/12/28
1031,226,Kagawa,2020/12/29
1032,229,Kagawa,2020/12/30
1033,232,Kagawa,2020/12/31
1034,234,Kagawa,2021/1/1
1035,237,Kagawa,2021/1/2
1036,239,Kagawa,2021/1/3
1037,341,Ehime,2020/12/7
1038,345,Ehime,2020/12/8
1039,348,Ehime,2020/12/9
1040,351,Ehime,2020/12/10
1041,355,Ehime,2020/12/11
1042,358,Ehime,2020/12/12
1043,361,Ehime,2020/12/13
1044,364,Ehime,2020/12/14
1045,368,Ehime,2020/12/15
1046,371,Ehime,2020/12/16
1047,374,Ehime,2020/12/17
1048,377,Ehime,2020/12/18
1049,380,Ehime,2020/12/19
1050,384,Ehime,2020/12/20
1051,387,Ehime,2020/12/21
1052,390,Ehime,2020/12/22
1053,393,Ehime,2020/12/23
1054,397,Ehime,2020/12/24
1055,400,Ehime,2020/12/25
1056,403,Ehime,2020/12/26
1057,406,Ehime,2020/12/27
1058,410,Ehime,2020/12/28
1059,413,Ehime,2020/12/29
1060,416,Ehime,2020/12/30
1061,419,Ehime,2020/12/31
1062,422,Ehime,2021/1/1
1063,426,Ehime,2021/1/2
1064,429,Ehime,2021/1/3
1065,250,Kouchi,2020/12/7
1066,265,Kouchi,2020/12/8
1067,277,Kouchi,2020/12/9
1068,288,Kouchi,2020/12/10
1069,296,Kouchi,2020/12/11
1070,304,Kouchi,2020/12/12
1071,312,Kouchi,2020/12/13
1072,321,Kouchi,2020/12/14
1073,330,Kouchi,2020/12/15
1074,341,Kouchi,2020/12/16
1075,353,Kouchi,2020/12/17
1076,366,Kouchi,2020/12/18
1077,379,Kouchi,2020/12/19
1078,392,Kouchi,2020/12/20
1079,405,Kouchi,2020/12/21
1080,417,Kouchi,2020/12/22
1081,429,Kouchi,2020/12/23
1082,440,Kouchi,2020/12/24
1083,451,Kouchi,2020/12/25
1084,461,Kouchi,2020/12/26
1085,472,Kouchi,2020/12/27
1086,482,Kouchi,2020/12/28
1087,493,Kouchi,2020/12/29
1088,504,Kouchi,2020/12/30
1089,516,Kouchi,2020/12/31
1090,528,Kouchi,2021/1/1
1091,539,Kouchi,2021/1/2
1092,551,Kouchi,2021/1/3
1093,6105,Hukuoka,2020/12/7
1094,6153,Hukuoka,2020/12/8
1095,6203,Hukuoka,2020/12/9
1096,6255,Hukuoka,2020/12/10
1097,6307,Hukuoka,2020/12/11
1098,6360,Hukuoka,2020/12/12
1099,6413,Hukuoka,2020/12/13
1100,6467,Hukuoka,2020/12/14
1101,6523,Hukuoka,2020/12/15
1102,6581,Hukuoka,2020/12/16
1103,6641,Hukuoka,2020/12/17
1104,6701,Hukuoka,2020/12/18
1105,6763,Hukuoka,2020/12/19
1106,6825,Hukuoka,2020/12/20
1107,6889,Hukuoka,2020/12/21
1108,6954,Hukuoka,2020/12/22
1109,7021,Hukuoka,2020/12/23
1110,7088,Hukuoka,2020/12/24
1111,7158,Hukuoka,2020/12/25
1112,7228,Hukuoka,2020/12/26
1113,7299,Hukuoka,2020/12/27
1114,7372,Hukuoka,2020/12/28
1115,7446,Hukuoka,2020/12/29
1116,7521,Hukuoka,2020/12/30
1117,7598,Hukuoka,2020/12/31
1118,7676,Hukuoka,2021/1/1
1119,7755,Hukuoka,2021/1/2
1120,7835,Hukuoka,2021/1/3
1121,340,Saga,2020/12/7
1122,343,Saga,2020/12/8
1123,346,Saga,2020/12/9
1124,348,Saga,2020/12/10
1125,351,Saga,2020/12/11
1126,354,Saga,2020/12/12
1127,356,Saga,2020/12/13
1128,359,Saga,2020/12/14
1129,362,Saga,2020/12/15
1130,364,Saga,2020/12/16
1131,367,Saga,2020/12/17
1132,370,Saga,2020/12/18
1133,372,Saga,2020/12/19
1134,375,Saga,2020/12/20
1135,378,Saga,2020/12/21
1136,380,Saga,2020/12/22
1137,383,Saga,2020/12/23
1138,386,Saga,2020/12/24
1139,388,Saga,2020/12/25
1140,391,Saga,2020/12/26
1141,394,Saga,2020/12/27
1142,396,Saga,2020/12/28
1143,399,Saga,2020/12/29
1144,402,Saga,2020/12/30
1145,404,Saga,2020/12/31
1146,407,Saga,2021/1/1
1147,410,Saga,2021/1/2
1148,412,Saga,2021/1/3
1149,278,Nagasaki,2020/12/7
1150,279,Nagasaki,2020/12/8
1151,280,Nagasaki,2020/12/9
1152,281,Nagasaki,2020/12/10
1153,282,Nagasaki,2020/12/11
1154,283,Nagasaki,2020/12/12
1155,284,Nagasaki,2020/12/13
1156,285,Nagasaki,2020/12/14
1157,286,Nagasaki,2020/12/15
1158,287,Nagasaki,2020/12/16
1159,289,Nagasaki,2020/12/17
1160,290,Nagasaki,2020/12/18
1161,291,Nagasaki,2020/12/19
1162,292,Nagasaki,2020/12/20
1163,293,Nagasaki,2020/12/21
1164,294,Nagasaki,2020/12/22
1165,295,Nagasaki,2020/12/23
1166,296,Nagasaki,2020/12/24
1167,297,Nagasaki,2020/12/25
1168,298,Nagasaki,2020/12/26
1169,299,Nagasaki,2020/12/27
1170,300,Nagasaki,2020/12/28
1171,302,Nagasaki,2020/12/29
1172,303,Nagasaki,2020/12/30
1173,304,Nagasaki,2020/12/31
1174,305,Nagasaki,2021/1/1
1175,306,Nagasaki,2021/1/2
1176,307,Nagasaki,2021/1/3
1177,1103,Kumamoto,2020/12/7
1178,1113,Kumamoto,2020/12/8
1179,1124,Kumamoto,2020/12/9
1180,1134,Kumamoto,2020/12/10
1181,1143,Kumamoto,2020/12/11
1182,1154,Kumamoto,2020/12/12
1183,1164,Kumamoto,2020/12/13
1184,1174,Kumamoto,2020/12/14
1185,1185,Kumamoto,2020/12/15
1186,1195,Kumamoto,2020/12/16
1187,1205,Kumamoto,2020/12/17
1188,1215,Kumamoto,2020/12/18
1189,1225,Kumamoto,2020/12/19
1190,1236,Kumamoto,2020/12/20
1191,1246,Kumamoto,2020/12/21
1192,1256,Kumamoto,2020/12/22
1193,1266,Kumamoto,2020/12/23
1194,1276,Kumamoto,2020/12/24
1195,1286,Kumamoto,2020/12/25
1196,1297,Kumamoto,2020/12/26
1197,1307,Kumamoto,2020/12/27
1198,1317,Kumamoto,2020/12/28
1199,1327,Kumamoto,2020/12/29
1200,1337,Kumamoto,2020/12/30
1201,1348,Kumamoto,2020/12/31
1202,1358,Kumamoto,2021/1/1
1203,1368,Kumamoto,2021/1/2
1204,1378,Kumamoto,2021/1/3
1205,415,Ooita,2020/12/7
1206,434,Ooita,2020/12/8
1207,453,Ooita,2020/12/9
1208,471,Ooita,2020/12/10
1209,490,Ooita,2020/12/11
1210,509,Ooita,2020/12/12
1211,528,Ooita,2020/12/13
1212,546,Ooita,2020/12/14
1213,565,Ooita,2020/12/15
1214,584,Ooita,2020/12/16
1215,602,Ooita,2020/12/17
1216,621,Ooita,2020/12/18
1217,640,Ooita,2020/12/19
1218,659,Ooita,2020/12/20
1219,677,Ooita,2020/12/21
1220,696,Ooita,2020/12/22
1221,715,Ooita,2020/12/23
1222,733,Ooita,2020/12/24
1223,752,Ooita,2020/12/25
1224,771,Ooita,2020/12/26
1225,790,Ooita,2020/12/27
1226,808,Ooita,2020/12/28
1227,827,Ooita,2020/12/29
1228,846,Ooita,2020/12/30
1229,865,Ooita,2020/12/31
1230,883,Ooita,2021/1/1
1231,902,Ooita,2021/1/2
1232,921,Ooita,2021/1/3
1233,566,Miyazaki,2020/12/7
1234,575,Miyazaki,2020/12/8
1235,585,Miyazaki,2020/12/9
1236,594,Miyazaki,2020/12/10
1237,604,Miyazaki,2020/12/11
1238,614,Miyazaki,2020/12/12
1239,624,Miyazaki,2020/12/13
1240,634,Miyazaki,2020/12/14
1241,643,Miyazaki,2020/12/15
1242,653,Miyazaki,2020/12/16
1243,663,Miyazaki,2020/12/17
1244,673,Miyazaki,2020/12/18
1245,682,Miyazaki,2020/12/19
1246,692,Miyazaki,2020/12/20
1247,702,Miyazaki,2020/12/21
1248,712,Miyazaki,2020/12/22
1249,722,Miyazaki,2020/12/23
1250,731,Miyazaki,2020/12/24
1251,741,Miyazaki,2020/12/25
1252,751,Miyazaki,2020/12/26
1253,761,Miyazaki,2020/12/27
1254,770,Miyazaki,2020/12/28
1255,780,Miyazaki,2020/12/29
1256,790,Miyazaki,2020/12/30
1257,800,Miyazaki,2020/12/31
1258,809,Miyazaki,2021/1/1
1259,819,Miyazaki,2021/1/2
1260,829,Miyazaki,2021/1/3
1261,681,Kagoshima,2020/12/7
1262,693,Kagoshima,2020/12/8
1263,702,Kagoshima,2020/12/9
1264,710,Kagoshima,2020/12/10
1265,720,Kagoshima,2020/12/11
1266,729,Kagoshima,2020/12/12
1267,739,Kagoshima,2020/12/13
1268,749,Kagoshima,2020/12/14
1269,758,Kagoshima,2020/12/15
1270,768,Kagoshima,2020/12/16
1271,777,Kagoshima,2020/12/17
1272,787,Kagoshima,2020/12/18
1273,797,Kagoshima,2020/12/19
1274,806,Kagoshima,2020/12/20
1275,816,Kagoshima,2020/12/21
1276,825,Kagoshima,2020/12/22
1277,835,Kagoshima,2020/12/23
1278,844,Kagoshima,2020/12/24
1279,854,Kagoshima,2020/12/25
1280,863,Kagoshima,2020/12/26
1281,873,Kagoshima,2020/12/27
1282,883,Kagoshima,2020/12/28
1283,892,Kagoshima,2020/12/29
1284,902,Kagoshima,2020/12/30
1285,911,Kagoshima,2020/12/31
1286,921,Kagoshima,2021/1/1
1287,930,Kagoshima,2021/1/2
1288,940,Kagoshima,2021/1/3
1289,4618,Okinawa,2020/12/7
1290,4661,Okinawa,2020/12/8
1291,4704,Okinawa,2020/12/9
1292,4747,Okinawa,2020/12/10
1293,4789,Okinawa,2020/12/11
1294,4831,Okinawa,2020/12/12
1295,4873,Okinawa,2020/12/13
1296,4916,Okinawa,2020/12/14
1297,4958,Okinawa,2020/12/15
1298,5001,Okinawa,2020/12/16
1299,5043,Okinawa,2020/12/17
1300,5085,Okinawa,2020/12/18
1301,5127,Okinawa,2020/12/19
1302,5170,Okinawa,2020/12/20
1303,5212,Okinawa,2020/12/21
1304,5254,Okinawa,2020/12/22
1305,5297,Okinawa,2020/12/23
1306,5339,Okinawa,2020/12/24
1307,5381,Okinawa,2020/12/25
1308,5424,Okinawa,2020/12/26
1309,5466,Okinawa,2020/12/27
1310,5508,Okinawa,2020/12/28
1311,5551,Okinawa,2020/12/29
1312,5593,Okinawa,2020/12/30
1313,5635,Okinawa,2020/12/31
1314,5678,Okinawa,2021/1/1
1315,5720,Okinawa,2021/1/2
1316,5762,Okinawa,2021/1/3
